iter	Logloss
175	0.2027567433
176	0.2024949597
177	0.2021650499
178	0.2018484608
179	0.2014177845
180	0.2010658172
181	0.2008951864
182	0.2004061361
183	0.2000270197
184	0.1995208802
185	0.1991521774
186	0.1988409258
187	0.1985265363
188	0.1982369423
189	0.1978231707
190	0.1974173977
191	0.1972093736
192	0.1969726624
193	0.1967805124
194	0.1963744317
195	0.195862647
196	0.195484792
197	0.1951358241
198	0.1949622247
199	0.1947223602
200	0.1944698518
201	0.1941756741
202	0.1938287981
203	0.1937437673
204	0.193425763
205	0.1933689117
206	0.1932759746
207	0.1928488516
208	0.1926344133
209	0.1922886449
210	0.191914743
211	0.1916515135
212	0.1912825954
213	0.1909096626
214	0.1907228039
215	0.1904786941
216	0.1901592132
217	0.1897834962
218	0.1895592905
219	0.1892117531
220	0.1888728757
221	0.188758081
222	0.1886797413
223	0.1884445067
224	0.18814876
225	0.1878383698
226	0.1875979977
227	0.1873825442
228	0.1872174355
229	0.1869445001
230	0.186831059
231	0.1865849187
232	0.186283773
233	0.1858461288
234	0.1856399967
235	0.185311056
236	0.1850321062
237	0.1847762908
238	0.1845621601
239	0.1843021608
240	0.1842002561
241	0.1839754197
242	0.1838850975
243	0.1835720001
244	0.1833711593
245	0.1831562288
246	0.1830326357
247	0.1827571161
248	0.1825942224
249	0.1823104735
250	0.1820849757
251	0.1819447241
252	0.181629104
253	0.1815778978
254	0.1814691482
255	0.1813643978
256	0.1810988765
257	0.1807871019
258	0.1806445737
259	0.180439949
260	0.1803389518
261	0.18014028
262	0.1800563874
263	0.1798626377
264	0.1796534907
265	0.1794842597
266	0.1793292722
267	0.1790536142
268	0.1788920126
269	0.1786604697
270	0.1785353538
271	0.1784332183
272	0.1782055209
273	0.1780925874
274	0.1779445525
275	0.1777504029
276	0.1776529128
277	0.1774496878
278	0.1772217751
279	0.1770797545
280	0.1769221367
281	0.1766104083
282	0.1764020612
283	0.1760902712
284	0.1758486225
285	0.1757046177
286	0.1755528604
287	0.1753734004
288	0.1751715137
289	0.1749339719
290	0.1747516509
291	0.1745940331
292	0.1745060798
293	0.1744195415
294	0.1742780747
295	0.1739942797
296	0.1738370619
297	0.17365934
298	0.1736162401
299	0.1734394258
300	0.1733429509
301	0.1731070549
302	0.1728063399
303	0.1726393238
304	0.172442144
305	0.1723072298
306	0.1720889307
307	0.1719655683
308	0.1718234401
309	0.1717031233
310	0.1716054793
311	0.1714664275
312	0.1714176978
313	0.1713040413
314	0.1711381943
315	0.1709041288
316	0.1707518178
317	0.1706279016
318	0.170545378
319	0.1703747472
320	0.1701773213
321	0.170016781
322	0.1698802517
323	0.1696896092
324	0.1694783549
325	0.169329874
326	0.1692542415
327	0.1689967648
328	0.1688327328
329	0.1685096525
330	0.1683538345
331	0.1681233683
332	0.1680054203
333	0.167811886
334	0.1676687118
335	0.167468394
336	0.1673433242
337	0.1670859091
338	0.1668574118
339	0.1666772596
340	0.1665720786
341	0.1663736528
342	0.166191824
343	0.1659778472
344	0.1658494088
345	0.165623065
346	0.1655026867
347	0.165344346
348	0.165178622
349	0.1649843185
350	0.1649631992
351	0.1648274083
352	0.1645627791
353	0.1643991317
354	0.1643463258
355	0.164239422
356	0.1640583469
357	0.1638808712
358	0.1637956096
359	0.1636889981
360	0.1636071667
361	0.1634984478
362	0.1633259866
363	0.1632203594
364	0.1630489749
365	0.162939087
366	0.1627307861
367	0.162640387
368	0.1624727864
369	0.1623034323
370	0.1621917755
371	0.1619524033
372	0.1618493295
373	0.1616447818
374	0.1614414953
375	0.1613960574
376	0.1612534984
377	0.1611321357
378	0.1610549496
379	0.1608929788
380	0.1606779252
381	0.1606233351
382	0.1604079585
383	0.1603761488
384	0.1602847807
385	0.1600853858
386	0.1598974505
387	0.1597067925
388	0.1596890726
389	0.1595410378
390	0.1594594525
391	0.1592970202
392	0.159248752
393	0.1592460755
394	0.1591951001
395	0.1591087464
396	0.1590037961
397	0.1589094746
398	0.1586957593
399	0.1585391106
400	0.1584012431
401	0.1581940189
402	0.1581152793
403	0.1577561901
404	0.1576022487
405	0.1575019129
406	0.1574367862
407	0.1573121163
408	0.157247005
409	0.1570578698
410	0.1569566419
411	0.1568277113
412	0.1566494972
413	0.1565606825
414	0.1564624848
415	0.1563923436
416	0.1562546915
417	0.1561286065
418	0.1559846324
419	0.1558558249
420	0.1557406302
421	0.1556167603
422	0.1554912752
423	0.155208603
424	0.1549480654
425	0.1547981693
426	0.1546063885
427	0.1545374778
428	0.1543522189
429	0.1543052581
430	0.1541998771
431	0.154118661
432	0.1539876076
433	0.1537591719
434	0.1536955833
435	0.1535211994
436	0.1533938377
437	0.1533313874
438	0.1531854445
439	0.1530249811
440	0.1529364124
441	0.1527610902
442	0.152692641
443	0.1525666944
444	0.1524593599
445	0.1523241535
446	0.1521311114
447	0.1518855556
448	0.1517523489
449	0.1515715814
450	0.1514266845
451	0.1513384542
452	0.1512884325
453	0.1511983256
454	0.1510506753
455	0.1508795831
456	0.1507727715
457	0.1506000642
458	0.1504244497
459	0.1503756277
460	0.1503128236
461	0.1501134288
462	0.1500421339
463	0.1499439978
464	0.1498195125
465	0.1497791813
466	0.1497217455
467	0.1496641098
468	0.1495664043
469	0.1495110604
470	0.1494330591
471	0.1493816068
472	0.1493060204
473	0.1492530454
474	0.1490975042
475	0.1489097072
476	0.1487286783
477	0.1486532457
478	0.1485707375
479	0.148445837
480	0.1484274403
481	0.148292157
482	0.1481326011
483	0.1480135456
484	0.14798915
485	0.1479855814
486	0.1478875837
487	0.1478036604
488	0.1477240286
489	0.1475235108
490	0.147486133
491	0.1473859356
492	0.1472757401
493	0.1470604097
494	0.1468687057
495	0.1467219014
496	0.1466008156
497	0.1465117239
498	0.1464207249
499	0.146347169
500	0.1461873516
501	0.1461322231
502	0.1460471615
503	0.1458978653
504	0.1457146983
505	0.1456385274
506	0.1455550963
507	0.1453745442
508	0.1453405503
509	0.1452823608
510	0.145191931
511	0.1451103149
512	0.1450359129
513	0.144940607
514	0.1449085512
515	0.144663903
516	0.1445192829
517	0.1444140404
518	0.144310459
519	0.1442526694
520	0.1440332628
521	0.1439628755
522	0.1437113516
523	0.1436563615
524	0.1435957724
525	0.1435142333
526	0.1433934089
527	0.1433152537
528	0.1432465584
529	0.1431511141
530	0.1429475046
531	0.1427547393
532	0.142670939
533	0.142551899
534	0.1423679936
535	0.1423372146
536	0.1422316643
537	0.1420839217
538	0.141964574
539	0.1417875444
540	0.1416079613
541	0.1414233792
542	0.1413899545
543	0.1412989093
544	0.1412530714
545	0.1412255533
546	0.1411764699
547	0.1411186034
548	0.1408386077
549	0.1407495006
550	0.1406465653
551	0.1405174348
552	0.1403920574
553	0.1403872275
554	0.1403336679
555	0.1402846613
556	0.1402349472
557	0.1401594531
558	0.1400877737
559	0.1400242467
560	0.1398497858
561	0.1396962443
562	0.1395784193
563	0.1395311202
564	0.1393486454
565	0.1392584462
566	0.1391048431
567	0.1390475304
568	0.1390010465
569	0.1388315693
570	0.1388080658
571	0.1386849803
572	0.1384614975
573	0.138406892
574	0.138282822
575	0.1381279115
576	0.1379742007
577	0.1377678379
578	0.137716601
579	0.1376739779
580	0.1375241433
581	0.1374809204
582	0.1373500516
583	0.1372503311
584	0.1371608242
585	0.1371242462
586	0.137032032
587	0.1368945337
588	0.136873599
589	0.1367822155
590	0.13663738
591	0.13651391
592	0.1363988692
593	0.1363042862
594	0.1361316712
595	0.136002879
596	0.1358712566
597	0.1357513089
598	0.1356458972
599	0.1355893996
600	0.1355039074
601	0.1354673447
602	0.1353917122
603	0.1353709928
604	0.1353000518
605	0.1352102833
606	0.1351813039
607	0.1351169002
608	0.1350665246
609	0.1350333306
610	0.1349120448
611	0.1348804505
612	0.1348606079
613	0.1348223225
614	0.1347356919
615	0.1346322029
616	0.1344930741
617	0.1344617874
618	0.1343569294
619	0.1342756825
620	0.1341253096
621	0.1340495233
622	0.1339280528
623	0.1337185214
624	0.1336164167
625	0.1335932516
626	0.1335249562
627	0.1334355262
628	0.1333764599
629	0.1332142738
630	0.1331467936
631	0.133033291
632	0.132908252
633	0.1328357266
634	0.1327142408
635	0.1325933087
636	0.1325714665
637	0.132538334
638	0.1325196143
639	0.1323902684
640	0.1322532162
641	0.1321300691
642	0.1320670651
643	0.1320029843
644	0.1318579489
645	0.1317785325
646	0.1317547675
647	0.1317154361
648	0.1316012413
649	0.1315136417
650	0.1314153979
651	0.1312947119
652	0.1312580878
653	0.1312019902
654	0.1311594132
655	0.1310339282
656	0.1309838449
657	0.1309415756
658	0.1309136729
659	0.1307609927
660	0.1306949123
661	0.1305847476
662	0.1305235124
663	0.1304435884
664	0.1303612955
665	0.1302734806
666	0.1301748368
667	0.1300784388
668	0.1299399407
669	0.1298752139
670	0.1297132584
671	0.129665344
672	0.1296375029
673	0.1294667029
674	0.1294430456
675	0.1293581993
676	0.1292289611
677	0.1291591275
678	0.129115197
679	0.1289738455
680	0.1289229701
681	0.1288615734
682	0.1287537698
683	0.1286894429
684	0.1286493271
685	0.1286116339
686	0.1285141514
687	0.1284693595
688	0.1283500425
689	0.1282362169
690	0.1282171203
691	0.1280632096
692	0.1279670115
693	0.1278856031
694	0.1277517965
695	0.1276390168
696	0.1274617949
697	0.127359944
698	0.1273001702
699	0.1272684836
700	0.1272051104
701	0.1271744774
702	0.1271375841
703	0.1269714909
704	0.1269144781
705	0.1268799997
706	0.1267459623
707	0.126703693
708	0.1265769236
709	0.126516296
710	0.126439033
711	0.1263383973
712	0.1261864324
713	0.1260763291
714	0.1259345316
715	0.125863106
716	0.1257485651
717	0.1256580891
718	0.1255049321
719	0.1254579713
720	0.1254205165
721	0.1253004228
722	0.1252241519
723	0.1251197784
724	0.1250535134
725	0.1249857333
726	0.1249535468
727	0.1247910453
728	0.1247533675
729	0.1246524626
730	0.1245238627
731	0.1244251805
732	0.1243550085
733	0.1242553957
734	0.1241607897
735	0.1240614307
736	0.1240068097
737	0.1238822245
738	0.1237994932
739	0.1236758924
740	0.123575572
741	0.1235006625
742	0.123447995
743	0.1233219177
744	0.1232601673
745	0.1232295575
746	0.1231611313
747	0.1230619184
748	0.1229744188
749	0.1228682226
750	0.1227808998
751	0.1227314318
752	0.1226481699
753	0.122554456
754	0.1224776237
755	0.1223420328
756	0.1223210442
757	0.1222179705
758	0.122130071
759	0.1219706074
760	0.1218450762
761	0.1216985949
762	0.1216448199
763	0.1215490372
764	0.1214511856
765	0.1213654318
766	0.1212990207
767	0.1210824443
768	0.1209580437
769	0.1208902021
770	0.1208129775
771	0.1207241935
772	0.1206019309
773	0.1205135315
774	0.1204039512
775	0.1202869569
776	0.1202408729
777	0.1202007417
778	0.1201156339
779	0.1200603362
780	0.1199910487
781	0.1198587033
782	0.1197745723
783	0.1197324645
784	0.1196344976
785	0.1195545812
786	0.1194944536
787	0.1194414862
788	0.1193280528
789	0.119242822
790	0.1191904006
791	0.1190586782
792	0.1190329521
793	0.1189715785
794	0.1188849249
795	0.1187923724
796	0.1186938055
797	0.1186166117
798	0.1184832358
799	0.1184743527
800	0.1183152122
801	0.1182477551
802	0.1181605708
803	0.1180685874
804	0.1179981539
805	0.1179201834
806	0.1178457352
807	0.1177050375
808	0.1176118235
809	0.1175667701
810	0.1174854771
811	0.1174271414
812	0.1173669215
813	0.117299649
814	0.1172587948
815	0.1172018205
816	0.1171509681
817	0.11708075
818	0.1169665706
819	0.1168377015
820	0.1167744975
821	0.1167161311
822	0.1165842395
823	0.1165158364
824	0.1163811837
825	0.1163031055
826	0.1162343179
827	0.1160984347
828	0.1160091508
829	0.1159349718
830	0.1158288525
831	0.1157571654
832	0.1156967994
833	0.1156339799
834	0.1156018242
835	0.1155477185
836	0.1154982736
837	0.1154248176
838	0.115352
839	0.1152305295
840	0.1151207109
841	0.1149868042
842	0.1148501596
843	0.1147940082
844	0.1146721917
845	0.1146267383
846	0.1145545898
847	0.1144389645
848	0.1143908039
849	0.1143468657
850	0.1143271923
851	0.1142619733
852	0.1141587765
853	0.1140742071
854	0.113993091
855	0.1139303715
856	0.1138789577
857	0.1138238292
858	0.1137512192
859	0.1136283951
860	0.1135562774
861	0.1134798911
862	0.1134147875
863	0.1133692034
864	0.1133182126
865	0.1132749434
866	0.1132606691
867	0.113179053
868	0.1130973062
869	0.1130040615
870	0.1129223762
871	0.1127832551
872	0.1127278266
873	0.1126629768
874	0.1125836065
875	0.1125057128
876	0.1124452314
877	0.1123621695
878	0.1122022752
879	0.1121504384
880	0.112054348
881	0.1119368845
882	0.1118529458
883	0.1118051237
884	0.1117526947
885	0.111704188
886	0.1116376692
887	0.1115877398
888	0.1115204134
889	0.1115013553
890	0.1114320986
891	0.1113632417
892	0.111310482
893	0.1112629675
894	0.1112170681
895	0.1110877837
896	0.1110238183
897	0.1109846484
898	0.1109492087
899	0.1109143073
900	0.1108402052
901	0.1107979821
902	0.110663614
903	0.1106111619
904	0.1105320377
905	0.11040836
906	0.1103565385
907	0.1102371139
908	0.1101895378
909	0.1101577205
910	0.1101123287
911	0.1100265288
912	0.1099303076
913	0.1098920607
914	0.1097990236
915	0.1097099243
916	0.1096269085
917	0.1095569749
918	0.10951136
919	0.109427206
920	0.1093653787
921	0.1093146263
922	0.1092055228
923	0.1091105553
924	0.1090387298
925	0.1089252503
926	0.1088741979
927	0.1087999959
928	0.1087540427
929	0.1087116811
930	0.1086484694
931	0.1085593162
932	0.1084252942
933	0.1083874472
934	0.1083161908
935	0.1082826353
936	0.1082059722
937	0.1081301012
938	0.1080398098
939	0.1079341981
940	0.107862934
941	0.1078304091
942	0.1077880167
943	0.107732619
944	0.1076892038
945	0.1076164553
946	0.107544699
947	0.1075032142
948	0.1074044781
949	0.1073349214
950	0.1072319092
951	0.1071627525
952	0.1071031401
953	0.1070675619
954	0.1070281152
955	0.1069687951
956	0.1069073523
957	0.1068410412
958	0.1067667007
959	0.1066910067
960	0.1066339093
961	0.1065395955
962	0.1064501116
963	0.1063859232
964	0.1062766352
965	0.1061895817
966	0.1061237627
967	0.1061027742
968	0.1060674114
969	0.1060343865
970	0.1059794041
971	0.1059273597
972	0.105855688
973	0.1058116421
974	0.1057294723
975	0.1056520708
976	0.1056342433
977	0.1055919278
978	0.1055220635
979	0.1054499842
980	0.105412614
981	0.1053456952
982	0.1052482205
983	0.1052299392
984	0.105200506
985	0.1051212741
986	0.1050822196
987	0.1049880905
988	0.1049349
989	0.1048568833
990	0.1048114838
991	0.104754894
992	0.1046964122
993	0.1046548582
994	0.104625748
995	0.1045675355
996	0.1045084692
997	0.10446963
998	0.104428722
999	0.1043916133
